観測点番号,震度発表名称,機関,緯度,経度,メッシュコード,JCODE,AVS,ARV
7360432,壱岐市石田町（旧）＊,自治体,33.75,129.75,5029560011,10,293.4,1.3024
7360433,壱岐市芦辺町芦辺＊,自治体,33.8021,129.7627,5029566113,3,381.7,1.0407
7360434,壱岐市石田町＊,自治体,33.7477,129.754,5029469032,3,369.3,1.0705
7360435,壱岐市勝本町＊,自治体,33.8488,129.6928,5029651534,3,407.6,0.9842
7370130,小値賀町笛吹（旧）＊,自治体,33.18,129.07,4929601541,0,0,0
7370131,小値賀町笛吹＊,自治体,33.1911,129.0588,4929602443,5,299.5,1.2794
7371300,五島市木場町（旧）,気象庁,32.7,128.83,4928064612,5,269.8,1.3989
7371301,五島市富江町繁敷,気象庁,32.6588,128.7473,4828759922,8,492,0.8383
7371302,五島市木場町,気象庁,32.695,128.8268,4928063613,5,278,1.3635
7371320,五島市上大津町＊,防災科研,32.665797,128.843297,4828769734,4,510.4,0.8125
7371321,五島市玉之浦町＊,防災科研,32.634097,128.6194,4828746921,1,641.3,0.6689
7371330,五島市富江町富江（旧）＊,自治体,32.62,128.77,4828764123,20,253.3,1.4761
7371331,五島市三井楽町（旧）＊,自治体,32.75,128.68,4928150412,5,289.3,1.3179
7371332,五島市岐宿町＊,自治体,32.7502,128.7601,4928160022,4,510.4,0.8125
7371333,五島市奈留町＊,自治体,32.8294,128.9354,4928179442,1,641.3,0.6689
7371334,五島市富江町富江＊,自治体,32.6148,128.7668,4828763134,5,276.2,1.3708
7371335,五島市三井楽町＊,自治体,32.7429,128.6902,4928059511,5,304.7,1.261
7371370,富江測候所,気象庁,32.62,128.77,4828764123,20,253.3,1.4761
7371420,新上五島町若松＊,防災科研,32.887997,129.021097,4929206141,15,207.5,1.749
7371430,新上五島町青方（旧）＊,自治体,32.98,129.07,4929307541,1,641.3,0.6689
7371431,新上五島町榎津＊,自治体,33,129.08,4929400612,1,641.3,0.6689
7371432,新上五島町有川（旧）＊,自治体,32.98,129.12,4929307941,15,207.5,1.749
7371433,新上五島町奈良尾（旧）＊,自治体,32.83,129.07,4929109541,0,0,0
7371435,新上五島町立串＊,自治体,33.0619,129.1046,4929407814,8,433.2,0.9342
7371436,新上五島町青方＊,自治体,32.9846,129.0734,4929308522,10,275.3,1.3748
7371437,新上五島町有川＊,自治体,32.9832,129.1164,4929307934,15,207.5,1.749
7371438,新上五島町奈良尾＊,自治体,32.8399,129.0609,4929200444,10,273,1.3845
7371520,佐世保市宇久町＊,防災科研,33.2558,129.125497,4929710031,3,439.7,0.9225
7400230,南小国町赤馬場（旧）＊,自治体,33.1,131.07,4931502521,10,440.9,0.9203
7400231,南小国町赤馬場＊,自治体,33.0983,131.0708,4931501543,10,434.9,0.9312
7400320,熊本小国町宮原＊,防災科研,33.1208,131.0687,4931504514,8,484.2,0.8498
7400430,産山村山鹿（旧）＊,自治体,33,131.22,4931410721,5,318.1,1.2155
7400431,産山村山鹿＊,自治体,32.9957,131.2168,4931319714,8,372,1.0638
7400720,熊本高森町高森＊,防災科研,32.8267,131.1226,4931109922,5,292.9,1.3041
7401120,阿蘇市一の宮町＊,防災科研,32.932,131.121397,4931301943,5,283.9,1.3392
7401130,阿蘇市内牧（旧）＊,自治体,32.98,131.05,4931307431,13,182.9,1.948
7401131,阿蘇市波野（旧）＊,自治体,32.93,131.23,4931311832,6,405.6,0.9882
7401132,阿蘇市内牧（旧２）＊,自治体,32.97,131.05,4931306413,13,181.4,1.9619
7401133,阿蘇市内牧＊,自治体,32.9716,131.0438,4931306341,13,181.6,1.9597
7401134,阿蘇市波野＊,自治体,32.9399,131.2018,4931312633,5,309.6,1.2438
7401200,南阿蘇村中松,気象庁,32.8803,131.0736,4931205542,4,510.4,0.8125
7401230,南阿蘇村吉田＊,自治体,32.8252,131.0816,4931109621,5,292.6,1.3052
7401231,南阿蘇村河陰＊,自治体,32.822,131.0314,4931108241,8,363.7,1.0843
7401232,南阿蘇村河陽（旧）＊,自治体,32.87,131,4931204013,5,307.7,1.2505
7401233,南阿蘇村河陽＊,自治体,32.8595,131.0009,4931203011,5,308.3,1.2485
7410100,八代市平山新町,気象庁,32.4751,130.6076,4830547821,11,254,1.4725
7410101,八代市泉町（旧）,気象庁,32.55,130.82,4830665543,1,775.5,0.5689
7410102,八代市泉町,気象庁,32.5491,130.8127,4830665533,1,775.5,0.5689
7410110,八代市泉町（臨時）,気象庁,32.55,130.82,4830665543,1,775.5,0.5689
7410120,八代市松江城町＊,防災科研,32.5,130.6,4830640722,11,243,1.5292
7410121,八代市新地町＊,自治体,32.5099,130.5908,4830641712,11,247.3,1.5065
7410130,八代市千丁町＊,自治体,32.5344,130.6329,4830654021,15,193.2,1.8586
7410131,八代市鏡町＊,自治体,32.5628,130.6489,4830657142,15,187,1.9112
7410132,八代市坂本町（旧）＊,自治体,32.43,130.65,4830551231,10,303.5,1.265
7410133,八代市東陽町＊,自治体,32.5457,130.7162,4830655714,10,328.8,1.1818
7410134,八代市泉支所＊,自治体,32.5476,130.8097,4830665442,1,775.5,0.5689
7410135,八代市坂本町＊,自治体,32.4355,130.6573,4830552223,10,319.7,1.2105
7410160,坂本村坂本（旧）＊,自治体,32.43,130.65,4830551231,10,303.5,1.265
7410230,荒尾市宮内出目（旧）＊,自治体,32.98,130.43,4930337432,16,260.2,1.4425
7410231,荒尾市宮内出目＊,自治体,32.9868,130.433,4930338423,16,260.2,1.4425
7410300,玉名市築地,気象庁,32.968,130.5302,4930346212,1,775.5,0.5689
7410320,玉名市中尾＊,防災科研,32.933597,130.547697,4930342322,9,249.7,1.4942
7410330,玉名市岱明町＊,自治体,32.917,130.5202,4930340121,9,227.6,1.6169
7410331,玉名市横島町＊,自治体,32.8776,130.5555,4930245414,19,191.4,1.8735
7410332,玉名市天水町（旧）＊,自治体,32.87,130.6,4930244724,4,510.4,0.8125
7410333,玉名市天水町（旧２）＊,自治体,32.87,130.6,4930244724,4,510.4,0.8125
7410334,玉名市天水町＊,自治体,32.8647,130.5932,4930243734,15,171.9,2.0537
7410420,山鹿市老人福祉センター＊,防災科研,33.0185,130.684597,4930452422,9,259.4,1.4464
7410430,山鹿市鹿北町（旧）＊,自治体,33.12,130.7,4930554524,6,405.6,0.9882
7410431,山鹿市菊鹿町＊,自治体,33.0306,130.7732,4930463142,6,405.6,0.9882
7410432,山鹿市鹿本町＊,自治体,33.004,130.7369,4930450824,9,257.1,1.4573
7410433,山鹿市鹿央町＊,自治体,32.9748,130.6839,4930356443,9,300,1.2778
7410434,山鹿市山鹿（旧）＊,自治体,33.02,130.68,4930452414,13,168.8,2.0857
7410435,山鹿市鹿北町＊,自治体,33.1083,130.6963,4930552543,8,473.6,0.8659
7410436,山鹿市山鹿＊,自治体,33.0177,130.6913,4930452512,9,268.4,1.4048
7410530,菊池市隈府（旧）＊,自治体,32.98,130.82,4930367541,8,380.4,1.0437
7410531,菊池市七城町＊,自治体,32.9698,130.7646,4930366113,11,306.5,1.2546
7410532,菊池市旭志（旧）＊,自治体,32.95,130.85,4930364722,6,405.6,0.9882
7410533,菊池市泗水町（旧）＊,自治体,32.92,130.78,4930360214,9,287.4,1.3253
7410534,菊池市隈府＊,自治体,32.9795,130.8133,4930367531,8,382.1,1.0397
7410535,菊池市泗水町＊,自治体,32.9225,130.7755,4930360231,10,284.5,1.3369
7410536,菊池市旭志＊,自治体,32.946,130.8554,4930363832,6,405.6,0.9882
7410610,宇土市新小路町,気象庁,32.68,130.67,4930051341,13,161.7,2.1635
7410620,宇土市浦田町（旧２）＊,防災科研,32.68,130.65,4930051231,15,190.9,1.8779
7410621,宇土市浦田町＊,自治体,32.6878,130.6582,4930052241,15,193.2,1.8586
7410630,宇土市浦田町（旧）＊,自治体,32.68,130.67,4930051341,13,161.7,2.1635
7411930,玉東町木葉＊,自治体,32.9189,130.6286,4930350014,8,444.7,0.9136
7412230,南関町関町＊,自治体,33.0616,130.5412,4930447314,6,405.6,0.9882
7412330,長洲町長洲＊,自治体,32.9298,130.4527,4930331631,19,197.7,1.8233
7413120,大津町引水＊,防災科研,32.8761,130.877397,4930275011,9,304.8,1.2605
7413130,大津町大津＊,自治体,32.88,130.87,4930265941,9,326.9,1.1876
7413230,菊陽町久保田＊,自治体,32.8625,130.8287,4930263614,9,312.3,1.2349
7413630,西原村小森（旧）＊,自治体,32.83,130.9,4930179231,5,294.3,1.2987
7413631,西原村小森＊,自治体,32.8348,130.903,4930270211,5,285.3,1.3335
7413710,御船町高木,気象庁,32.73,130.78,4930067232,13,164.8,2.1288
7413730,御船町御船（旧）＊,自治体,32.72,130.8,4930066413,11,286.8,1.3277
7413731,御船町御船＊,自治体,32.7146,130.8019,4930065433,11,287.9,1.3233
7413830,嘉島町上島＊,自治体,32.7401,130.7573,4930068043,13,161.6,2.1646
7413910,益城町木山,気象庁,32.78,130.82,4930163541,13,164.7,2.1294
7413911,益城町惣領（旧）,気象庁,32.78,130.8,4930163431,9,217.1,1.6833
7413930,益城町宮園（旧）＊,自治体,32.78,130.82,4930163541,13,164.7,2.1294
7413931,益城町宮園＊,自治体,32.78,130.82,4930163541,13,164.7,2.1294
7413932,益城町惣領＊,自治体,32.7856,130.8012,4930164413,5,278.1,1.363
7414030,甲佐町岩下＊,自治体,32.65,130.8,4830768411,13,176.8,2.0052
7414031,甲佐町豊内＊,自治体,32.6516,130.8115,4830768422,10,328.6,1.1822
7414720,熊本美里町永富＊,防災科研,32.6167,130.865197,4830764911,10,401.8,0.9962
7414730,熊本美里町馬場（旧）＊,自治体,32.63,130.78,4830765232,1,775.5,0.5689
7414731,熊本美里町馬場＊,自治体,32.6396,130.789,4830766333,10,362.1,1.0886
7414800,宇城市松橋町,気象庁,32.6476,130.6842,4830757441,15,195.9,1.8369
7414820,宇城市三角町＊,防災科研,32.613597,130.4874,4830733842,19,213.8,1.7052
7414830,宇城市不知火町＊,自治体,32.6468,130.6679,4830757332,15,195.9,1.8369
7414831,宇城市小川町（旧）＊,自治体,32.6,130.7,4830752522,15,199.1,1.8123
7414832,宇城市豊野町（旧）＊,自治体,32.63,130.75,4830765031,9,328.9,1.1813
7414833,宇城市小川町（旧２）＊,自治体,32.6,130.7,4830752522,15,199.1,1.8123
7414834,宇城市豊野町（旧２）＊,自治体,32.63,130.75,4830765031,9,328.9,1.1813
7414835,宇城市豊野町＊,自治体,32.6392,130.7497,4830756942,9,274.2,1.3794
7414836,宇城市小川町＊,自治体,32.5926,130.7042,4830751612,15,207.5,1.749
7414920,山都町浜町（旧）＊,自治体,32.68,130.98,4930071832,6,405.6,0.9882
7414921,山都町下馬尾＊,自治体,32.68,130.98,4930071832,6,405.6,0.9882
7414922,山都町浜町＊,防災科研,32.686361,130.988528,4930072913,6,405.6,0.9882
7414930,山都町大平＊,自治体,32.6914,131.0869,4931002644,6,405.6,0.9882
7414931,山都町今（旧）＊,自治体,32.72,131.17,4931016323,6,405.6,0.9882
7414932,山都町今＊,自治体,32.7247,131.1655,4931016333,6,405.6,0.9882
7414970,浜町通報所,気象庁,32.68,130.98,4930071832,6,405.6,0.9882
7415030,氷川町島地＊,自治体,32.5825,130.6738,4830659344,15,185.4,1.9258
7415031,氷川町宮原（旧）＊,自治体,32.55,130.68,4830655434,11,307.1,1.2524
7415032,氷川町宮原＊,自治体,32.5559,130.6827,4830656441,11,301.1,1.2736
7415130,合志市竹迫＊,自治体,32.886,130.7896,4930266313,5,281.2,1.35
7415131,合志市御代志＊,自治体,32.8892,130.7447,4930256941,9,249.1,1.4971
7415230,和水町江田（旧）＊,自治体,32.98,130.6,4930347742,3,411.4,0.9764
7415231,和水町板楠（旧）＊,自治体,33.07,130.62,4930448923,6,405.6,0.9882
7415232,和水町江田＊,自治体,32.9781,130.6058,4930347814,6,405.6,0.9882
7415233,和水町板楠＊,自治体,33.0657,130.6222,4930447944,10,320.1,1.2091
7415330,熊本中央区大江＊,自治体,32.8039,130.7213,4930156723,8,301.1,1.2737
7415370,熊本市京町（旧）,気象庁,32.82,130.7,4930158524,10,230.6,1.5986
7415371,熊本市京町,気象庁,32.82,130.7,4930158524,10,230.6,1.5986
7415420,熊本東区東町＊,自治体,32.78,130.77,4930163141,9,250.6,1.4895
7415421,熊本東区佐土原＊,防災科研,32.793361,130.777222,4930165211,9,267.3,1.4096
7415500,熊本西区春日,気象庁,32.7866,130.6876,4930154513,11,279.2,1.3586
7415630,熊本南区城南町＊,自治体,32.7091,130.7284,4930055812,9,272.3,1.3878
7415631,熊本南区富合町＊,自治体,32.7154,130.6789,4930055434,13,160.1,2.182
7415660,熊本市富合町（旧）＊,自治体,32.72,130.68,4930056414,13,159.8,2.1854
7415670,城南町塚原,気象庁,32.68,130.75,4930061031,9,291,1.3113
7415730,熊本北区植木町＊,自治体,32.9036,130.6944,4930258523,6,405.6,0.9882
7420000,人吉市城本町,気象庁,32.22,130.75,4830266013,6,405.6,0.9882
7420001,人吉市西間下町,気象庁,32.2075,130.7606,4830264044,11,343.5,1.1385
7420010,人吉市西間下町（旧）,気象庁,32.2,130.77,4830264121,6,405.6,0.9882
7420020,人吉市蟹作町＊,防災科研,32.196597,130.7757,4830263231,6,405.6,0.9882
7420430,錦町一武＊,自治体,32.2012,130.8411,4830264712,9,307,1.253
7420630,あさぎり町免田東＊,自治体,32.2403,130.8978,4830278144,9,308.8,1.2466
7420631,あさぎり町上＊,自治体,32.2173,130.9004,4830276211,8,440.1,0.9219
7420632,あさぎり町岡原＊,自治体,32.2403,130.9296,4830278434,9,305,1.2597
7420633,あさぎり町須惠＊,自治体,32.2667,130.9004,4830372211,6,405.6,0.9882
7420634,あさぎり町深田＊,自治体,32.2441,130.8732,4830269924,10,351.9,1.1154
7420660,熊本上村上＊,自治体,32.22,130.9,4830276213,8,439.3,0.9233
7420661,岡原村宮原＊,自治体,32.23,130.93,4830277432,9,302.9,1.2673
7420662,須恵村役場＊,自治体,32.25,130.9,4830370211,10,352.5,1.1136
7420663,深田村西＊,自治体,32.25,130.87,4830360921,10,371.7,1.0645
7420800,多良木町多良木,気象庁,32.264,130.9358,4830371442,8,425.1,0.9494
7420820,多良木町上球磨消防署＊,防災科研,32.2561,130.9257,4830370431,11,353.5,1.1111
7420930,湯前町役場＊,自治体,32.2763,130.9809,4830373812,9,308.3,1.2483
7421030,水上村岩野＊,自治体,32.3143,131.0096,4831307042,1,775.5,0.5689
7421330,相良村深水＊,自治体,32.235,130.7975,4830268322,9,329.1,1.1808
7421420,五木村甲＊,防災科研,32.396097,130.826797,4830467631,6,405.6,0.9882
7421530,山江村山田＊,自治体,32.2468,130.7667,4830269132,10,367.5,1.0749
7421630,球磨村渡（旧）＊,自治体,32.25,130.65,4830350211,7,351.4,1.1167
7421631,球磨村渡＊,自治体,32.2524,130.6511,4830350213,1,775.5,0.5689
7430020,水俣市牧ノ内＊,防災科研,32.216097,130.404597,4830235234,15,207.5,1.749
7430030,水俣市陣内＊,自治体,32.2119,130.4087,4830235223,15,207.5,1.749
7430400,芦北町芦北（旧）,気象庁,32.3,130.5,4830345033,1,775.5,0.5689
7430401,芦北町芦北,気象庁,32.299,130.4931,4830335934,19,236.3,1.5657
7430420,芦北町田浦町＊,防災科研,32.365,130.509897,4830443044,15,207.5,1.749
7430530,津奈木町小津奈木（旧）＊,自治体,32.23,130.43,4830237432,1,641.3,0.6689
7430531,津奈木町小津奈木＊,自治体,32.2339,130.4396,4830238511,19,236.3,1.5657
7431630,苓北町志岐＊,自治体,32.5132,130.0548,4830601432,8,403.2,0.9933
7431900,上天草市大矢野町,気象庁,32.5874,130.4304,4830730414,10,251.9,1.4831
7431920,上天草市龍ヶ岳町＊,防災科研,32.394197,130.388497,4830437113,1,775.5,0.5689
7431930,上天草市松島町（旧）＊,自治体,32.5,130.43,4830630412,3,417.1,0.9649
7431931,上天草市姫戸町（旧）＊,自治体,32.43,130.4,4830531231,15,207.5,1.749
7431932,上天草市松島町（旧２）＊,自治体,32.5,130.43,4830630412,3,417.1,0.9649
7431933,上天草市姫戸町（旧２）＊,自治体,32.43,130.4,4830531231,15,207.5,1.749
7431934,上天草市松島町＊,自治体,32.5178,130.4328,4830632421,20,253.3,1.4761
7431935,上天草市姫戸町＊,自治体,32.4402,130.4078,4830532243,15,207.5,1.749
7432000,天草市本町,気象庁,32.4683,130.1345,4830516022,10,353.4,1.1113
7432001,天草市牛深町,気象庁,32.1975,130.0267,4830203231,15,207.5,1.749
7432020,天草市東浜町＊,自治体,32.47,130.2,4830516524,6,405.6,0.9882
7432021,天草市新和町＊,防災科研,32.363597,130.1807,4830413432,10,270.1,1.3971
7432022,天草市天草町＊,防災科研,32.3793,129.999697,4829475942,15,207.5,1.749
7432024,天草市本渡町本渡＊,防災科研,32.454778,130.180667,4830514432,3,444.4,0.9143
7432030,天草市有明町（旧）＊,自治体,32.52,130.32,4830622523,0,0,0
7432031,天草市御所浦町（旧）＊,自治体,32.33,130.33,4830329632,1,775.5,0.5689
7432032,天草市倉岳町＊,自治体,32.4096,130.3409,4830429712,15,207.5,1.749
7432033,天草市栖本町（旧）＊,自治体,32.42,130.27,4830520123,15,207.5,1.749
7432034,天草市五和町（旧）＊,自治体,32.52,130.18,4830612414,6,405.6,0.9882
7432035,天草市河浦町＊,自治体,32.333,130.0793,4830309634,10,262.3,1.4327
7432036,天草市有明町＊,自治体,32.5131,130.3145,4830621531,3,429.1,0.9419
7432037,天草市御所浦町＊,自治体,32.3401,130.3391,4830420733,1,775.5,0.5689
7432038,天草市栖本町＊,自治体,32.422,130.2726,4830520142,10,271.2,1.3924
7432039,天草市五和町＊,自治体,32.5122,130.1877,4830611513,8,344.4,1.1361
7432060,河浦町河浦（旧）＊,自治体,32.33,130.08,4830309632,1,641.3,0.6689
7500000,中津市上宮永,気象庁,33.5865,131.1858,5031310424,11,278.6,1.3609
7500020,中津市植野＊,防災科研,33.5685,131.267797,5031228112,8,359.3,1.0956
7500021,中津市耶馬溪町＊,防災科研,33.4549,131.1142,5031104931,6,405.6,0.9882
7500030,中津市豊田町（旧）＊,自治体,33.6,131.18,5031312412,12,190.1,1.8847
7500031,中津市三光（旧）＊,自治体,33.55,131.2,5031215544,11,311.2,1.2384
7500032,中津市本耶馬渓町（旧）＊,自治体,33.5,131.17,5031210321,8,456.4,0.8937
7500033,中津市山国町（旧）＊,自治体,33.4,131.05,5031008411,8,508.9,0.8145
7500034,中津市豊田町＊,自治体,33.5983,131.1883,5031311533,11,261.9,1.4345
7500035,中津市三光＊,自治体,33.5558,131.201,5031216631,8,415,0.9691
7500036,中津市本耶馬渓町＊,自治体,33.4962,131.1697,5031119341,8,467.7,0.8753
7500037,中津市山国町＊,自治体,33.4023,131.0416,5031008314,10,416.6,0.9659
7500120,豊後高田市御玉（旧）＊,自治体,33.55,131.45,5031235544,8,399.6,1.0008
7500121,豊後高田市御玉＊,防災科研,33.557497,131.4461,5031236543,11,282,1.347
7500130,豊後高田市真玉＊,自治体,33.6091,131.4755,5031333811,15,188.9,1.8952
7500131,豊後高田市香々地（旧）＊,自治体,33.67,131.53,5031440214,15,188.9,1.8952
7500132,豊後高田市香々地＊,自治体,33.6694,131.5267,5031440213,16,260.2,1.4425
7500220,宇佐市院内町＊,防災科研,33.424397,131.314797,5031120533,8,489.3,0.8423
7500230,宇佐市上田（旧）＊,自治体,33.53,131.35,5031223742,11,280,1.3552
7500231,宇佐市安心院町（旧）＊,自治体,33.43,131.35,5031121742,11,346,1.1315
7500232,宇佐市上田（旧２）＊,自治体,33.53,131.35,5031223742,11,280,1.3552
7500233,宇佐市安心院町＊,自治体,33.439,131.3541,5031122832,11,341,1.1457
7500234,宇佐市上田＊,自治体,33.5323,131.3492,5031223744,11,276.6,1.3692
7500730,姫島村役場（旧）＊,自治体,33.72,131.65,5031456213,0,0,0
7500731,姫島村役場＊,自治体,33.7245,131.6451,5031456143,19,182.8,1.9488
7501600,国東市国見町西方寺,気象庁,33.6357,131.5665,5031346514,1,641.3,0.6689
7501601,国東市鶴川,気象庁,33.5631,131.7321,5031257841,16,260.2,1.4425
7501620,国東市田深＊,防災科研,33.5666,131.737797,5031257933,16,260.2,1.4425
7501621,国東市国見町伊美＊,防災科研,33.6783,131.5936,5031441714,10,249.2,1.4968
7501630,国東市国見町伊美（旧）＊,自治体,33.68,131.6,5031441742,10,218.5,1.674
7501631,国東市武蔵町（旧）＊,自治体,33.5,131.72,5031250721,15,207.5,1.749
7501632,国東市安岐町（旧）＊,自治体,33.47,131.7,5031156524,10,295.6,1.2939
7501633,国東市武蔵町（旧）＊,自治体,33.5,131.72,5031250721,15,207.5,1.749
7501634,国東市安岐町＊,自治体,33.4666,131.6928,5031155534,10,289.7,1.3164
7501635,国東市武蔵町＊,自治体,33.5004,131.7196,5031250721,15,207.5,1.749
7510000,大分市長浜（旧）,気象庁,33.23,131.62,4931647941,15,173.4,2.0388
7510001,大分市長浜,気象庁,33.23,131.62,4931647941,15,173.4,2.0388
7510002,大分市明野北,気象庁,33.2298,131.6557,4931657232,9,308.1,1.2493
7510020,大分市碩田町＊,自治体,33.25,131.62,4931740921,15,169.3,2.0807
7510022,大分市新春日町＊,防災科研,33.231694,131.593389,4931647734,13,154.2,2.2531
7510030,大分市舞鶴町（旧）＊,自治体,33.23,131.62,4931647941,15,173.4,2.0388
7510031,大分市野津原（旧）＊,自治体,33.17,131.53,4931640214,8,432.6,0.9355
7510032,大分市佐賀関（旧）＊,自治体,33.25,131.88,4931770012,1,775.5,0.5689
7510033,大分市佐賀関＊,自治体,33.2492,131.8734,4931669944,15,207.5,1.749
7510034,大分市舞鶴町＊,自治体,33.2396,131.616,4931648934,15,171.2,2.0609
7510035,大分市野津原＊,自治体,33.1626,131.5297,4931549232,8,421.8,0.9559
7510100,別府市鶴見,気象庁,33.3114,131.4669,4931737714,5,314.4,1.2279
7510101,別府市天間,気象庁,33.3364,131.4072,5031030223,5,324.6,1.1949
7510130,別府市上野口町（旧）＊,自治体,33.28,131.48,4931733832,4,510.4,0.8125
7510131,別府市上野口町＊,自治体,33.2846,131.4913,4931734912,5,298.1,1.2845
7510200,臼杵市乙見,気象庁,33.069,131.7482,4931458924,1,775.5,0.5689
7510230,臼杵市臼杵（旧）＊,自治体,33.13,131.8,4931565431,20,253.3,1.4761
7510231,臼杵市野津町（旧）＊,自治体,33.05,131.7,4931455544,6,405.6,0.9882
7510232,臼杵市臼杵＊,自治体,33.126,131.8051,4931565412,20,253.3,1.4761
7510233,臼杵市野津町＊,自治体,33.0429,131.6921,4931455512,8,468.2,0.8745
7510320,杵築市南杵築（旧）＊,自治体,33.42,131.62,5031140923,15,190.9,1.8779
7510321,杵築市南杵築＊,防災科研,33.416861,131.614194,5031140911,7,351.4,1.1167
7510330,杵築市大田（旧）＊,自治体,33.5,131.55,5031240411,10,397.1,1.0062
7510331,杵築市山香町（旧）＊,自治体,33.45,131.5,5031144011,10,367.7,1.0744
7510332,杵築市杵築＊,自治体,33.417,131.6161,5031140912,7,351.4,1.1167
7510333,杵築市大田＊,自治体,33.4955,131.5572,5031149423,10,395.2,1.0103
7510334,杵築市山香町＊,自治体,33.446,131.5014,5031143031,7,351.4,1.1167
7510630,日出町役場＊,自治体,33.3694,131.5324,5031044223,7,351.4,1.1167
7511120,由布市湯布院町川北＊,自治体,33.25,131.35,4931720722,5,336,1.1602
7511130,由布市挾間町＊,自治体,33.1981,131.5134,4931643133,8,362.1,1.0886
7511131,由布市庄内町（旧）＊,自治体,33.18,131.43,4931631432,6,405.6,0.9882
7511132,由布市湯布院町川上（旧）＊,自治体,33.27,131.35,4931722724,4,510.4,0.8125
7511133,由布市庄内町（旧２）＊,自治体,33.18,131.43,4931631432,6,405.6,0.9882
7511134,由布市湯布院町川上（旧２）＊,自治体,33.27,131.35,4931722724,4,510.4,0.8125
7511135,由布市庄内町＊,自治体,33.1981,131.5134,4931643133,8,362.1,1.0886
7511136,由布市湯布院町川上＊,自治体,33.2644,131.3556,4931721832,13,175.5,2.0173
7511220,津久見市立花町＊,防災科研,33.0656,131.8589,4931467843,10,281.1,1.3506
7511230,津久見市宮本町（旧）＊,自治体,33.07,131.87,4931468923,1,775.5,0.5689
7511231,津久見市宮本町＊,自治体,33.0722,131.8613,4931468842,15,207.5,1.749
7520000,佐伯市中村南（旧）,気象庁,32.97,131.9,4931376213,1,775.5,0.5689
7520001,佐伯市蒲江蒲江浦,気象庁,32.8009,131.9216,4931176321,20,253.3,1.4761
7520002,佐伯市堅田,気象庁,32.9291,131.8695,4931361923,1,775.5,0.5689
7520003,佐伯市蒲江猪串浦,気象庁,32.7981,131.9011,4931175233,1,775.5,0.5689
7520020,佐伯市春日町＊,防災科研,32.974697,131.9028,4931376233,15,207.5,1.749
7520021,佐伯市宇目（旧）＊,自治体,32.85,131.67,4931252321,1,775.5,0.5689
7520030,佐伯市役所（旧）＊,自治体,32.97,131.9,4931376213,1,775.5,0.5689
7520031,佐伯市上浦（旧）＊,自治体,33.05,131.93,4931475434,0,0,0
7520032,佐伯市弥生（旧）＊,自治体,32.97,131.83,4931366614,10,273.1,1.384
7520033,佐伯市本匠（旧）＊,自治体,32.95,131.78,4931364212,1,641.3,0.6689
7520034,佐伯市直川＊,自治体,32.8965,131.7786,4931267232,10,354.4,1.1085
7520035,佐伯市鶴見（旧）＊,自治体,32.95,131.97,4931374721,1,775.5,0.5689
7520036,佐伯市米水津（旧）＊,自治体,32.92,131.98,4931370814,0,0,0
7520037,佐伯市宇目＊,自治体,32.858,131.6565,4931252243,1,775.5,0.5689
7520038,佐伯市上浦＊,自治体,33.0531,131.9306,4931476414,16,260.2,1.4425
7520039,佐伯市弥生＊,自治体,32.9684,131.8376,4931366711,10,267.9,1.407
7520040,佐伯市本匠＊,自治体,32.9511,131.7885,4931364311,8,416,0.9671
7520041,佐伯市米水津＊,自治体,32.9212,131.9761,4931370831,16,260.2,1.4425
7520042,佐伯市役所（旧２）＊,自治体,32.97,131.9,4931376213,1,775.5,0.5689
7520043,佐伯市役所＊,自治体,32.9602,131.8995,4931375122,15,207.5,1.749
7520044,佐伯市鶴見＊,自治体,32.9449,131.9608,4931373624,15,207.5,1.749
7521800,豊後大野市三重町,気象庁,32.9781,131.5844,4931347624,10,370.2,1.0682
7521820,豊後大野市犬飼町黒松＊,防災科研,33.0726,131.5934,4931448732,10,376.1,1.054
7521830,豊後大野市清川町（旧）＊,自治体,32.97,131.52,4931346123,6,405.6,0.9882
7521831,豊後大野市緒方町（旧）＊,自治体,32.97,131.47,4931336723,8,387.4,1.0277
7521832,豊後大野市朝地町（旧）＊,自治体,33,131.43,4931430412,6,405.6,0.9882
7521833,豊後大野市大野町（旧）＊,自治体,33.03,131.5,4931443031,6,405.6,0.9882
7521834,豊後大野市千歳町（旧）＊,自治体,33.03,131.6,4931443742,6,405.6,0.9882
7521835,豊後大野市犬飼町犬飼（旧）＊,自治体,33.07,131.63,4931458014,6,405.6,0.9882
7521836,豊後大野市清川町（旧２）＊,自治体,32.97,131.52,4931346123,6,405.6,0.9882
7521837,豊後大野市緒方町＊,自治体,32.9703,131.4737,4931336724,8,385.6,1.0318
7521838,豊後大野市朝地町（旧２）＊,自治体,33,131.43,4931430412,6,405.6,0.9882
7521839,豊後大野市大野町（旧２）＊,自治体,33.03,131.5,4931443031,6,405.6,0.9882
7521840,豊後大野市千歳町＊,自治体,33.0403,131.5965,4931444743,10,353.1,1.112
7521841,豊後大野市犬飼町犬飼（旧２）＊,自治体,33.07,131.63,4931458014,6,405.6,0.9882
7521842,豊後大野市大野町＊,自治体,33.0385,131.5017,4931444031,10,404.4,0.9907
7521843,豊後大野市清川町＊,自治体,32.9674,131.5132,4931346111,6,405.6,0.9882
7521844,豊後大野市朝地町＊,自治体,33.005,131.4309,4931430432,6,405.6,0.9882
